HopD1d 	1	47	IDR
HopZ1m 	304	367	IDR
HopAF1n 	1	50	IDR
AvrE1x 	1054	1137	IDR
HopW1m 	670	774	IDR
HopA1c 	98	131	IDR
HopBP1a 	330	407	IDR
HopM1ac 	86	162	IDR
HopAB1a 	167	242	IDR
HopW1b 	1	38	IDR
HopBP1c 	1	130	IDR
HopO1h 	215	302	IDR
HopM1n 	1	58	IDR
AvrE1c 	1	354	IDR
HopAI1n 	1	94	IDR
HopAB1aa 	1	40	IDR
HopO2b 	1	125	IDR
HopR1d 	1216	1324	IDR
HopAS1e 	1273	1329	IDR
HopQ1b 	1	55	IDR
AvrPto1g 	1	160	IDR
HopAA1l 	1	40	IDR
HopZ2c 	1	57	IDR
HopBL1a 	402	553	IDR
HopAT1b 	772	806	IDR
HopY1a 	1	287	IDR
AvrE1z 	1425	1461	IDR
HopF1m 	1	34	IDR
HopZ5a 	1	44	IDR
HopX1a 	298	380	IDR
HopW1f 	1	50	IDR
AvrPto1a 	1	160	IDR
HopAA1m 	116	489	IDR
HopF1o 	1	36	IDR
HopBA1a 	1	31	IDR
HopZ5a 	252	346	IDR
AvrPto1l 	1	160	IDR
HopAT1c 	1	87	IDR
HopW1u 	749	973	IDR
HopR1f 	1680	1719	IDR
HopAB1m 	1	83	IDR
HopM1s 	801	836	IDR
HopAB1i 	1	145	IDR
HopM1af 	1	95	IDR
HopAL1a 	1	77	IDR
HopAT1d 	717	763	IDR
HopI1s 	179	415	IDR
HopM1l 	1	91	IDR
HopO2d 	1	115	IDR
HopZ1f 	1	59	IDR
HopAI1k 	192	267	IDR
HopX1d 	1	153	IDR
HopZ5b 	283	346	IDR
HopAQ1a 	1	83	IDR
HopAU1a 	614	731	IDR
HopM1ab 	556	760	IDR
HopX1b 	205	249	IDR
HopAZ1n 	1	89	IDR
HopAB1s 	216	312	IDR
HopW1c 	804	916	IDR
HopF1f 	117	147	IDR
HopAG1l 	1	45	IDR
HopB2k 	1	36	IDR
AvrPto1h 	1	163	IDR
HopW1e 	809	912	IDR
HopX1j 	1	382	IDR
HopZ1h 	1	49	IDR
HopD2h 	157	187	IDR
HopA1g 	65	127	IDR
HopBD1g 	1	41	IDR
HopBL1b 	696	731	IDR
AvrE1y 	1657	1719	IDR
HopZ1g 	245	369	IDR
HopI1c 	178	338	IDR
HopZ1e 	1	49	IDR
HopY1b 	66	217	IDR
HopAS1i 	682	733	IDR
HopR1b 	634	678	IDR
HopAG1b 	1	58	IDR
HopF1b 	1	38	IDR
HopAI1g 	203	267	IDR
HopAB1r 	1	128	IDR
HopA1l 	93	125	IDR
HopT1d 	1	37	IDR
HopAB1aa 	111	190	IDR
HopX1d 	216	380	IDR
HopB2d 	1129	1164	IDR
HopAB1r 	201	245	IDR
HopF1f 	1	33	IDR
AvrE1a 	1	158	IDR
HopZ1a 	1	49	IDR
HopR1g 	636	691	IDR
HopAH1q 	353	421	IDR
HopBH1a 	1	202	IDR
HopAB1o 	228	309	IDR
HopM1i 	1	61	IDR
HopAA1k 	1	31	IDR
HopAH1c 	1	159	IDR
HopBN1f 	1	49	IDR
HopBP1f 	1	131	IDR
HopAM1d 	239	276	IDR
HopBP1a 	1	131	IDR
HopG1f 	1	78	IDR
HopAB1af 	346	449	IDR
HopAR1e 	1	134	IDR
HopX1e 	1	382	IDR
HopW1s 	1	36	IDR
HopW1m 	1	59	IDR
HopM1s 	1	61	IDR
HopAI1l 	1	54	IDR
HopX1f 	134	220	IDR
HopBH1d 	1	173	IDR
HopAB1r 	316	403	IDR
HopR1d 	1	62	IDR
AvrB2b 	1	42	IDR
AvrB2c 	1	90	IDR
HopBR1a 	1	133	IDR
HopV1b 	1	60	IDR
HopAT1i 	1	82	IDR
HopR1g 	1680	1719	IDR
HopBI1a 	1	79	IDR
HopAB1af 	212	307	IDR
HopAI1e 	196	267	IDR
HopZ2b 	298	362	IDR
HopAX1a 	1	49	IDR
AvrPto1j 	1	267	IDR
AvrB2e 	1	58	IDR
HopZ1g 	1	50	IDR
HopAA1i 	122	485	IDR
HopAB1q 	355	397	IDR
HopZ1m 	1	48	IDR
HopAB1j 	214	305	IDR
HopBF1c 	1	43	IDR
AvrPto1e 	1	162	IDR
HopBO1c 	112	205	IDR
AvrE1x 	779	846	IDR
HopM1l 	264	294	IDR
HopAB1i 	485	539	IDR
HopW1s 	791	905	IDR
HopAR1c 	1	135	IDR
AvrE1o 	1	78	IDR
HopV1o 	1	58	IDR
HopD1a 	126	212	IDR
HopX1a 	1	88	IDR
HopZ1h 	247	369	IDR
HopAA1p 	1	38	IDR
AvrE1y 	1378	1551	IDR
HopA1p 	1	49	IDR
HopBJ1b 	1	56	IDR
HopBF1a 	1	34	IDR
AvrRpm1a 	1	228	IDR
AvrPto1n 	1	61	IDR
HopAR1b 	1	183	IDR
HopAB1s 	1	143	IDR
HopO1c 	1	92	IDR
HopAA1d 	405	485	IDR
HopBO1a 	1	57	IDR
HopAA1m 	1	48	IDR
HopV1n 	1	58	IDR
HopAH1b 	358	427	IDR
HopBH1a 	256	421	IDR
HopD2e 	152	185	IDR
HopF1t 	1	36	IDR
HopO1f 	1	89	IDR
HopO1e 	1	54	IDR
