HopX1a 	1	88	N-terminal
HopX1a 	200	247	Middle
HopX1a 	298	380	C-terminal
HopX1c 	1	87	N-terminal
HopX1c 	212	267	Middle
HopX1b 	1	74	N-terminal
HopX1b 	205	249	Middle
HopX1i 	1	158	N-terminal
HopX1i 	215	384	C-terminal
HopX1e 	1	382	N-terminal
HopX1d 	1	153	N-terminal
HopX1d 	216	380	C-terminal
HopX1g 	1	68	N-terminal
HopX1g 	215	249	Middle
HopBO1c 	1	57	N-terminal
HopBO1c 	112	205	Middle
HopBO1b 	1	59	N-terminal
HopBO1b 	105	171	Middle
HopBO1a 	1	57	N-terminal
HopBO1a 	115	205	Middle
HopBO1d 	1	53	N-terminal
HopBO1d 	107	166	Middle
AvrRpm1a 	1	228	N-terminal
AvrRpm1h 	1	228	N-terminal
AvrRpm1d 	1	100	N-terminal
AvrRpm1e 	1	55	N-terminal
AvrRpm1f 	1	45	N-terminal
AvrRpm1i 	1	52	N-terminal
HopO1h 	1	96	N-terminal
HopO1h 	215	302	C-terminal
HopD1d 	1	47	N-terminal
HopD1d 	89	209	Middle
HopD1a 	1	54	N-terminal
HopD1a 	126	212	Middle
HopD1e 	1	160	N-terminal
HopD1c 	1	36	N-terminal
HopB1a 	1	121	N-terminal
HopB1d 	1	131	N-terminal
HopB1b 	1	139	N-terminal
HopI1c 	178	338	Middle
HopI1e 	180	300	Middle
HopI1g 	142	284	Middle
HopI1o 	177	260	Middle
HopI1l 	178	261	Middle
HopI1n 	178	258	Middle
HopI1d 	178	257	Middle
HopI1a 	178	258	Middle
HopI1b 	178	258	Middle
HopI1j 	178	256	Middle
HopI1f 	178	256	Middle
HopI1h 	178	334	C-terminal
HopI1p 	178	308	C-terminal
HopG1a 	1	65	N-terminal
HopG1b 	1	64	N-terminal
HopG1c 	1	63	N-terminal
HopQ1b 	1	55	N-terminal
HopQ1a 	1	58	N-terminal
HopAI1a 	190	267	C-terminal
HopAI1b 	192	267	C-terminal
HopAI1d 	197	267	C-terminal
HopAI1g 	203	267	C-terminal
HopAI1c 	203	267	C-terminal
HopAI1m 	193	267	C-terminal
HopAI1k 	192	267	C-terminal
AvrPto1f 	1	165	N-terminal
AvrPto1d 	1	164	N-terminal
AvrPto1m 	1	164	N-terminal
AvrPto1k 	1	164	N-terminal
AvrPto1e 	1	162	N-terminal
AvrPto1i 	1	163	N-terminal
AvrPto1h 	1	163	N-terminal
AvrPto1c 	1	162	N-terminal
AvrPto1l 	1	160	N-terminal
AvrPto1a 	1	160	N-terminal
AvrPto1b 	1	44	N-terminal
HopZ1m 	1	48	N-terminal
HopZ1m 	304	367	C-terminal
HopZ1g 	1	50	N-terminal
HopZ1g 	245	369	C-terminal
HopZ1a 	1	49	N-terminal
HopZ1a 	240	369	C-terminal
HopZ1e 	1	49	N-terminal
HopAB1r 	1	128	N-terminal
HopAB1r 	201	245	Middle
HopAB1r 	316	403	Middle
HopAB1r 	485	527	Middle
HopAB1i 	1	145	N-terminal
HopAB1i 	214	315	Middle
HopAB1i 	485	539	Middle
HopAB1s 	1	143	N-terminal
HopAB1s 	216	312	Middle
HopAB1j 	1	145	N-terminal
HopAB1j 	214	305	Middle
HopAB1j 	350	414	Middle
HopAB1g 	1	144	N-terminal
HopAB1g 	216	307	Middle
HopAB1g 	483	535	Middle
HopAB1d 	1	121	N-terminal
HopAB1d 	188	267	Middle
HopAB1d 	343	374	Middle
HopAB1a 	1	93	N-terminal
HopAB1a 	167	242	Middle
HopAB1a 	311	355	Middle
HopAB1o 	1	160	N-terminal
HopAB1o 	228	309	Middle
HopAB1n 	1	93	N-terminal
HopAB1n 	176	252	Middle
HopAB1n 	427	466	Middle
HopAB1af 	1	144	N-terminal
HopAB1af 	212	307	Middle
HopAB1af 	346	449	C-terminal
HopAB1p 	1	142	N-terminal
HopAB1p 	217	301	Middle
HopAB1e 	1	133	N-terminal
HopAR1a 	1	142	N-terminal
HopAR1g 	1	141	N-terminal
HopAR1b 	1	183	N-terminal
HopAR1c 	1	135	N-terminal
HopAR1e 	1	134	N-terminal
HopAR1f 	1	83	N-terminal
HopAR1d 	1	139	N-terminal
HopAR1h 	1	134	N-terminal
HopC1c 	1	32	N-terminal
HopC1d 	1	33	N-terminal
HopC1a 	1	36	N-terminal
HopC1b 	1	38	N-terminal
HopAW1a 	1	32	N-terminal
AvrA1a 	1	166	N-terminal
HopAT1b 	1	133	N-terminal
HopAT1b 	389	471	Middle
HopAT1b 	623	677	Middle
HopAT1b 	772	806	C-terminal
HopBL1a 	402	553	Middle
HopBL1b 	1	57	N-terminal
HopBL1b 	412	508	Middle
HopBL1b 	696	731	C-terminal
HopAT1o 	1	106	N-terminal
HopAT1c 	1	87	N-terminal
HopAT1g 	1	82	N-terminal
HopAT1m 	1	82	N-terminal
HopAT1i 	1	82	N-terminal
HopAH1e 	1	171	N-terminal
HopAH1e 	339	432	C-terminal
HopAH1b 	1	166	N-terminal
HopAH1b 	358	427	C-terminal
HopAH1c 	1	159	N-terminal
HopAH1k 	1	159	N-terminal
HopAH1q 	1	158	N-terminal
HopAH1q 	353	421	C-terminal
HopAH1f 	1	151	N-terminal
HopAH1h 	1	117	N-terminal
HopH1c 	92	221	C-terminal
HopBQ1a 	1	110	N-terminal
AvrB2c 	1	90	N-terminal
AvrB2g 	1	111	N-terminal
AvrB2e 	1	58	N-terminal
AvrB2d 	1	52	N-terminal
AvrB2a 	1	50	N-terminal
AvrB2b 	1	42	N-terminal
HopK1d 	1	72	N-terminal
HopK1e 	1	151	N-terminal
HopK1a 	1	156	N-terminal
HopK1b 	1	151	N-terminal
HopAQ1a 	1	83	N-terminal
HopBD1d 	1	61	N-terminal
HopBD1g 	1	41	N-terminal
HopBD1j 	1	64	N-terminal
HopBD1b 	1	62	N-terminal
HopBD1a 	1	63	N-terminal
HopW1a 	1	32	N-terminal
HopW1i 	1	53	N-terminal
HopW1i 	367	429	Middle
HopW1i 	731	922	C-terminal
HopW1n 	1	36	N-terminal
HopW1n 	704	922	C-terminal
HopW1c 	1	34	N-terminal
HopW1c 	804	916	C-terminal
HopW1b 	1	38	N-terminal
HopW1b 	369	437	Middle
HopW1b 	795	914	C-terminal
HopW1e 	1	34	N-terminal
HopW1e 	809	912	C-terminal
HopW1m 	1	59	N-terminal
HopW1m 	276	351	Middle
HopW1m 	670	774	C-terminal
HopW1h 	1	53	N-terminal
HopW1h 	280	349	Middle
HopW1h 	670	773	C-terminal
HopW1f 	1	50	N-terminal
HopW1f 	314	351	Middle
HopW1j 	1	54	N-terminal
HopW1t 	1	56	N-terminal
HopB2d 	1129	1164	Middle
HopAA1a 	1	38	N-terminal
HopAA1a 	307	486	C-terminal
HopAA1m 	1	48	N-terminal
HopAA1m 	116	489	C-terminal
HopAA1b 	1	36	N-terminal
HopAA1b 	417	487	C-terminal
HopAA1e 	1	34	N-terminal
HopAA1e 	310	486	C-terminal
HopAA1c 	114	178	Middle
HopAA1c 	234	486	C-terminal
HopAA1d 	1	35	N-terminal
HopAA1d 	405	485	C-terminal
HopAA1q 	1	37	N-terminal
HopAA1q 	123	485	C-terminal
HopAA1f 	453	483	C-terminal
